id,country,time,confirmed,deaths,recovered,netinfected,lat,lon,countrycode,first_confirmed,days_outbreak,SP500,DAX30,NFLX,LHA.DE,GILD,MRNA,NCLH,searchindex,health_index,population
1,Afghanistan,2020-01-22,0,0,0,0,33,65,AFG,2020-02-24,0,3321.75,13515.75,326,14.47,63.400002,21.969999,57.630001,8,32.3,34656032
2,Afghanistan,2020-01-23,0,0,0,0,33,65,AFG,2020-02-24,0,3325.540039,13388.419922,349.600006,14.405,63.939999,21.469999,58.220001,10,32.3,34656032
3,Afghanistan,2020-01-24,0,0,0,0,33,65,AFG,2020-02-24,0,3295.469971,13576.679688,353.160004,14.425,63.150002,21.120001,55.84,15,32.3,34656032
4,Afghanistan,2020-01-25,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,19,32.3,34656032
5,Afghanistan,2020-01-26,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,20,32.3,34656032
6,Afghanistan,2020-01-27,0,0,0,0,33,65,AFG,2020-02-24,0,3243.629883,13204.769531,342.880005,13.8,63.830002,22.74,54.16,21,32.3,34656032
7,Afghanistan,2020-01-28,0,0,0,0,33,65,AFG,2020-02-24,0,3276.23999,13323.69043,348.519989,14,64.360001,22.360001,55,27,32.3,34656032
8,Afghanistan,2020-01-29,0,0,0,0,33,65,AFG,2020-02-24,0,3273.399902,13345,343.160004,14.17,64.300003,20.549999,56.02,25,32.3,34656032
9,Afghanistan,2020-01-30,0,0,0,0,33,65,AFG,2020-02-24,0,3283.659912,13157.120117,347.73999,14.03,64.029999,20.99,54.799999,30,32.3,34656032
10,Afghanistan,2020-01-31,0,0,0,0,33,65,AFG,2020-02-24,0,3225.52002,12981.969727,345.089996,13.83,63.200001,20.51,53.849998,31,32.3,34656032
11,Afghanistan,2020-02-01,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,22,32.3,34656032
12,Afghanistan,2020-02-02,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,19,32.3,34656032
13,Afghanistan,2020-02-03,0,0,0,0,33,65,AFG,2020-02-24,0,3248.919922,13045.19043,358,14.06,66.360001,20.379999,54.189999,16,32.3,34656032
14,Afghanistan,2020-02-04,0,0,0,0,33,65,AFG,2020-02-24,0,3297.590088,13281.740234,369.01001,14.52,67.400002,20.870001,54.75,14,32.3,34656032
15,Afghanistan,2020-02-05,0,0,0,0,33,65,AFG,2020-02-24,0,3334.689941,13478.330078,369.670013,15.035,65.870003,20.049999,55.110001,14,32.3,34656032
16,Afghanistan,2020-02-06,0,0,0,0,33,65,AFG,2020-02-24,0,3345.780029,13574.820313,366.950012,15,68.209999,19.879999,55.099998,14,32.3,34656032
17,Afghanistan,2020-02-07,0,0,0,0,33,65,AFG,2020-02-24,0,3327.709961,13513.80957,366.769989,14.69,68.870003,23.24,52.810001,15,32.3,34656032
18,Afghanistan,2020-02-08,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,14,32.3,34656032
19,Afghanistan,2020-02-09,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,12,32.3,34656032
20,Afghanistan,2020-02-10,0,0,0,0,33,65,AFG,2020-02-24,0,3352.090088,13494.030273,371.070007,14.49,68.989998,23.65,51,13,32.3,34656032
21,Afghanistan,2020-02-11,0,0,0,0,33,65,AFG,2020-02-24,0,3357.75,13627.839844,373.690002,15.055,67.760002,21.35,52.490002,13,32.3,34656032
22,Afghanistan,2020-02-12,0,0,0,0,33,65,AFG,2020-02-24,0,3379.449951,13749.780273,380.01001,15.37,66.949997,19.01,54.209999,11,32.3,34656032
23,Afghanistan,2020-02-13,0,0,0,0,33,65,AFG,2020-02-24,0,3373.939941,13745.429688,381.399994,15.21,66.800003,19.045,53.43,12,32.3,34656032
24,Afghanistan,2020-02-14,0,0,0,0,33,65,AFG,2020-02-24,0,3380.159912,13744.209961,380.399994,15.21,67.559998,19,52.459999,10,32.3,34656032
25,Afghanistan,2020-02-15,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,9,32.3,34656032
26,Afghanistan,2020-02-16,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,9,32.3,34656032
27,Afghanistan,2020-02-17,0,0,0,0,33,65,AFG,2020-02-24,0,NA,13783.889648,NA,15.3,NA,NA,NA,8,32.3,34656032
28,Afghanistan,2020-02-18,0,0,0,0,33,65,AFG,2020-02-24,0,3370.290039,13681.19043,387.779999,15.29,67.010002,18.91,51.689999,8,32.3,34656032
29,Afghanistan,2020-02-19,0,0,0,0,33,65,AFG,2020-02-24,0,3386.149902,13789,386.190002,15.4,67.349998,18.92,52.02,7,32.3,34656032
30,Afghanistan,2020-02-20,0,0,0,0,33,65,AFG,2020-02-24,0,3373.22998,13664,386,15.015,67,18.540001,48.509998,7,32.3,34656032
31,Afghanistan,2020-02-21,0,0,0,0,33,65,AFG,2020-02-24,0,3337.75,13579.330078,380.070007,14.815,69.699997,18.23,46.970001,13,32.3,34656032
32,Afghanistan,2020-02-22,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,21,32.3,34656032
33,Afghanistan,2020-02-23,0,0,0,0,33,65,AFG,2020-02-24,0,NA,NA,NA,NA,NA,NA,NA,32,32.3,34656032
34,Afghanistan,2020-02-24,1,0,0,1,33,65,AFG,2020-02-24,0,3225.889893,13035.240234,368.700012,13.51,72.900002,18.59,42.580002,36,32.3,34656032
35,Afghanistan,2020-02-25,1,0,0,1,33,65,AFG,2020-02-24,1,3128.209961,12790.490234,360.089996,13.3,70.099998,23.76,39.310001,45,32.3,34656032
36,Afghanistan,2020-02-26,1,0,0,1,33,65,AFG,2020-02-24,2,3116.389893,12774.879883,379.23999,13.06,74.699997,29.16,36.209999,52,32.3,34656032
37,Afghanistan,2020-02-27,1,0,0,1,33,65,AFG,2020-02-24,3,2978.76001,12367.459961,371.709991,12.27,72.660004,26.16,34.740002,52,32.3,34656032
38,Afghanistan,2020-02-28,1,0,0,1,33,65,AFG,2020-02-24,4,2954.219971,11890.349609,369.029999,11.69,69.360001,25.93,37.259998,54,32.3,34656032
39,Afghanistan,2020-02-29,1,0,0,1,33,65,AFG,2020-02-24,5,NA,NA,NA,NA,NA,NA,NA,50,32.3,34656032
40,Afghanistan,2020-03-01,1,0,0,1,33,65,AFG,2020-02-24,6,NA,NA,NA,NA,NA,NA,NA,48,32.3,34656032
41,Afghanistan,2020-03-02,1,0,0,1,33,65,AFG,2020-02-24,7,3090.22998,11857.870117,381.049988,10.93,75.400002,29.879999,35.59,57,32.3,34656032
42,Afghanistan,2020-03-03,1,0,0,1,33,65,AFG,2020-02-24,8,3003.370117,11985.389648,368.769989,11.9,74.209999,27.91,33.619999,57,32.3,34656032
43,Afghanistan,2020-03-04,1,0,0,1,33,65,AFG,2020-02-24,9,3130.120117,12127.69043,383.790009,11.945,76.010002,27.49,33,62,32.3,34656032
44,Afghanistan,2020-03-05,1,0,0,1,33,65,AFG,2020-02-24,10,3023.939941,11944.719727,372.779999,11.5,76.129997,28.01,28.59,65,32.3,34656032
45,Afghanistan,2020-03-06,1,0,0,1,33,65,AFG,2020-02-24,11,2972.370117,11541.870117,368.970001,11.475,80.220001,29.610001,27.1,66,32.3,34656032
46,Afghanistan,2020-03-07,1,0,0,1,33,65,AFG,2020-02-24,12,NA,NA,NA,NA,NA,NA,NA,64,32.3,34656032
47,Afghanistan,2020-03-08,4,0,0,4,33,65,AFG,2020-02-24,13,NA,NA,NA,NA,NA,NA,NA,72,32.3,34656032
48,Afghanistan,2020-03-09,4,0,0,4,33,65,AFG,2020-02-24,14,2746.560059,10625.019531,346.48999,10.535,73.519997,24.290001,19.809999,87,32.3,34656032
49,Afghanistan,2020-03-10,5,0,0,5,33,65,AFG,2020-02-24,15,2882.22998,10475.490234,364.130005,10.43,72.339996,22.34,20.5,100,32.3,34656032
50,Afghanistan,2020-03-11,7,0,0,7,33,65,AFG,2020-02-24,16,2741.379883,10438.679688,349.920013,10.195,73.699997,23.610001,15.03,NA,32.3,34656032
51,Albania,2020-01-22,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3321.75,13515.75,326,14.47,63.400002,21.969999,57.630001,8,52.9,2876101
52,Albania,2020-01-23,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3325.540039,13388.419922,349.600006,14.405,63.939999,21.469999,58.220001,10,52.9,2876101
53,Albania,2020-01-24,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3295.469971,13576.679688,353.160004,14.425,63.150002,21.120001,55.84,15,52.9,2876101
54,Albania,2020-01-25,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,19,52.9,2876101
55,Albania,2020-01-26,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,20,52.9,2876101
56,Albania,2020-01-27,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3243.629883,13204.769531,342.880005,13.8,63.830002,22.74,54.16,21,52.9,2876101
57,Albania,2020-01-28,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3276.23999,13323.69043,348.519989,14,64.360001,22.360001,55,27,52.9,2876101
58,Albania,2020-01-29,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3273.399902,13345,343.160004,14.17,64.300003,20.549999,56.02,25,52.9,2876101
59,Albania,2020-01-30,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3283.659912,13157.120117,347.73999,14.03,64.029999,20.99,54.799999,30,52.9,2876101
60,Albania,2020-01-31,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3225.52002,12981.969727,345.089996,13.83,63.200001,20.51,53.849998,31,52.9,2876101
61,Albania,2020-02-01,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,22,52.9,2876101
62,Albania,2020-02-02,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,19,52.9,2876101
63,Albania,2020-02-03,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3248.919922,13045.19043,358,14.06,66.360001,20.379999,54.189999,16,52.9,2876101
64,Albania,2020-02-04,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3297.590088,13281.740234,369.01001,14.52,67.400002,20.870001,54.75,14,52.9,2876101
65,Albania,2020-02-05,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3334.689941,13478.330078,369.670013,15.035,65.870003,20.049999,55.110001,14,52.9,2876101
66,Albania,2020-02-06,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3345.780029,13574.820313,366.950012,15,68.209999,19.879999,55.099998,14,52.9,2876101
67,Albania,2020-02-07,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3327.709961,13513.80957,366.769989,14.69,68.870003,23.24,52.810001,15,52.9,2876101
68,Albania,2020-02-08,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,14,52.9,2876101
69,Albania,2020-02-09,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,12,52.9,2876101
70,Albania,2020-02-10,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3352.090088,13494.030273,371.070007,14.49,68.989998,23.65,51,13,52.9,2876101
71,Albania,2020-02-11,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3357.75,13627.839844,373.690002,15.055,67.760002,21.35,52.490002,13,52.9,2876101
72,Albania,2020-02-12,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3379.449951,13749.780273,380.01001,15.37,66.949997,19.01,54.209999,11,52.9,2876101
73,Albania,2020-02-13,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3373.939941,13745.429688,381.399994,15.21,66.800003,19.045,53.43,12,52.9,2876101
74,Albania,2020-02-14,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3380.159912,13744.209961,380.399994,15.21,67.559998,19,52.459999,10,52.9,2876101
75,Albania,2020-02-15,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,9,52.9,2876101
76,Albania,2020-02-16,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,9,52.9,2876101
77,Albania,2020-02-17,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,13783.889648,NA,15.3,NA,NA,NA,8,52.9,2876101
78,Albania,2020-02-18,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3370.290039,13681.19043,387.779999,15.29,67.010002,18.91,51.689999,8,52.9,2876101
79,Albania,2020-02-19,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3386.149902,13789,386.190002,15.4,67.349998,18.92,52.02,7,52.9,2876101
80,Albania,2020-02-20,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3373.22998,13664,386,15.015,67,18.540001,48.509998,7,52.9,2876101
81,Albania,2020-02-21,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3337.75,13579.330078,380.070007,14.815,69.699997,18.23,46.970001,13,52.9,2876101
82,Albania,2020-02-22,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,21,52.9,2876101
83,Albania,2020-02-23,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,32,52.9,2876101
84,Albania,2020-02-24,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3225.889893,13035.240234,368.700012,13.51,72.900002,18.59,42.580002,36,52.9,2876101
85,Albania,2020-02-25,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3128.209961,12790.490234,360.089996,13.3,70.099998,23.76,39.310001,45,52.9,2876101
86,Albania,2020-02-26,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3116.389893,12774.879883,379.23999,13.06,74.699997,29.16,36.209999,52,52.9,2876101
87,Albania,2020-02-27,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,2978.76001,12367.459961,371.709991,12.27,72.660004,26.16,34.740002,52,52.9,2876101
88,Albania,2020-02-28,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,2954.219971,11890.349609,369.029999,11.69,69.360001,25.93,37.259998,54,52.9,2876101
89,Albania,2020-02-29,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,50,52.9,2876101
90,Albania,2020-03-01,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,48,52.9,2876101
91,Albania,2020-03-02,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3090.22998,11857.870117,381.049988,10.93,75.400002,29.879999,35.59,57,52.9,2876101
92,Albania,2020-03-03,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3003.370117,11985.389648,368.769989,11.9,74.209999,27.91,33.619999,57,52.9,2876101
93,Albania,2020-03-04,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3130.120117,12127.69043,383.790009,11.945,76.010002,27.49,33,62,52.9,2876101
94,Albania,2020-03-05,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,3023.939941,11944.719727,372.779999,11.5,76.129997,28.01,28.59,65,52.9,2876101
95,Albania,2020-03-06,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,2972.370117,11541.870117,368.970001,11.475,80.220001,29.610001,27.1,66,52.9,2876101
96,Albania,2020-03-07,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,64,52.9,2876101
97,Albania,2020-03-08,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,72,52.9,2876101
98,Albania,2020-03-09,2,0,0,2,41.1533,20.1683,ALB,2020-03-09,0,2746.560059,10625.019531,346.48999,10.535,73.519997,24.290001,19.809999,87,52.9,2876101
99,Albania,2020-03-10,10,0,0,10,41.1533,20.1683,ALB,2020-03-09,1,2882.22998,10475.490234,364.130005,10.43,72.339996,22.34,20.5,100,52.9,2876101
100,Albania,2020-03-11,12,1,0,11,41.1533,20.1683,ALB,2020-03-09,2,2741.379883,10438.679688,349.920013,10.195,73.699997,23.610001,15.03,NA,52.9,2876101
101,Algeria,2020-01-22,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3321.75,13515.75,326,14.47,63.400002,21.969999,57.630001,8,23.6,40606052
102,Algeria,2020-01-23,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3325.540039,13388.419922,349.600006,14.405,63.939999,21.469999,58.220001,10,23.6,40606052
103,Algeria,2020-01-24,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3295.469971,13576.679688,353.160004,14.425,63.150002,21.120001,55.84,15,23.6,40606052
104,Algeria,2020-01-25,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,19,23.6,40606052
105,Algeria,2020-01-26,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,20,23.6,40606052
106,Algeria,2020-01-27,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3243.629883,13204.769531,342.880005,13.8,63.830002,22.74,54.16,21,23.6,40606052
107,Algeria,2020-01-28,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3276.23999,13323.69043,348.519989,14,64.360001,22.360001,55,27,23.6,40606052
108,Algeria,2020-01-29,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3273.399902,13345,343.160004,14.17,64.300003,20.549999,56.02,25,23.6,40606052
109,Algeria,2020-01-30,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3283.659912,13157.120117,347.73999,14.03,64.029999,20.99,54.799999,30,23.6,40606052
110,Algeria,2020-01-31,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3225.52002,12981.969727,345.089996,13.83,63.200001,20.51,53.849998,31,23.6,40606052
111,Algeria,2020-02-01,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,22,23.6,40606052
112,Algeria,2020-02-02,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,19,23.6,40606052
113,Algeria,2020-02-03,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3248.919922,13045.19043,358,14.06,66.360001,20.379999,54.189999,16,23.6,40606052
114,Algeria,2020-02-04,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3297.590088,13281.740234,369.01001,14.52,67.400002,20.870001,54.75,14,23.6,40606052
115,Algeria,2020-02-05,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3334.689941,13478.330078,369.670013,15.035,65.870003,20.049999,55.110001,14,23.6,40606052
116,Algeria,2020-02-06,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3345.780029,13574.820313,366.950012,15,68.209999,19.879999,55.099998,14,23.6,40606052
117,Algeria,2020-02-07,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3327.709961,13513.80957,366.769989,14.69,68.870003,23.24,52.810001,15,23.6,40606052
118,Algeria,2020-02-08,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,14,23.6,40606052
119,Algeria,2020-02-09,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,12,23.6,40606052
120,Algeria,2020-02-10,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3352.090088,13494.030273,371.070007,14.49,68.989998,23.65,51,13,23.6,40606052
121,Algeria,2020-02-11,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3357.75,13627.839844,373.690002,15.055,67.760002,21.35,52.490002,13,23.6,40606052
122,Algeria,2020-02-12,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3379.449951,13749.780273,380.01001,15.37,66.949997,19.01,54.209999,11,23.6,40606052
123,Algeria,2020-02-13,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3373.939941,13745.429688,381.399994,15.21,66.800003,19.045,53.43,12,23.6,40606052
124,Algeria,2020-02-14,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3380.159912,13744.209961,380.399994,15.21,67.559998,19,52.459999,10,23.6,40606052
125,Algeria,2020-02-15,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,9,23.6,40606052
126,Algeria,2020-02-16,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,9,23.6,40606052
127,Algeria,2020-02-17,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,13783.889648,NA,15.3,NA,NA,NA,8,23.6,40606052
128,Algeria,2020-02-18,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3370.290039,13681.19043,387.779999,15.29,67.010002,18.91,51.689999,8,23.6,40606052
129,Algeria,2020-02-19,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3386.149902,13789,386.190002,15.4,67.349998,18.92,52.02,7,23.6,40606052
130,Algeria,2020-02-20,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3373.22998,13664,386,15.015,67,18.540001,48.509998,7,23.6,40606052
131,Algeria,2020-02-21,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3337.75,13579.330078,380.070007,14.815,69.699997,18.23,46.970001,13,23.6,40606052
132,Algeria,2020-02-22,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,21,23.6,40606052
133,Algeria,2020-02-23,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,NA,NA,NA,NA,NA,NA,NA,32,23.6,40606052
134,Algeria,2020-02-24,0,0,0,0,28.0339,1.6596,DZA,2020-02-25,0,3225.889893,13035.240234,368.700012,13.51,72.900002,18.59,42.580002,36,23.6,40606052
135,Algeria,2020-02-25,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,0,3128.209961,12790.490234,360.089996,13.3,70.099998,23.76,39.310001,45,23.6,40606052
136,Algeria,2020-02-26,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,1,3116.389893,12774.879883,379.23999,13.06,74.699997,29.16,36.209999,52,23.6,40606052
137,Algeria,2020-02-27,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,2,2978.76001,12367.459961,371.709991,12.27,72.660004,26.16,34.740002,52,23.6,40606052
138,Algeria,2020-02-28,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,3,2954.219971,11890.349609,369.029999,11.69,69.360001,25.93,37.259998,54,23.6,40606052
139,Algeria,2020-02-29,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,4,NA,NA,NA,NA,NA,NA,NA,50,23.6,40606052
140,Algeria,2020-03-01,1,0,0,1,28.0339,1.6596,DZA,2020-02-25,5,NA,NA,NA,NA,NA,NA,NA,48,23.6,40606052
141,Algeria,2020-03-02,3,0,0,3,28.0339,1.6596,DZA,2020-02-25,6,3090.22998,11857.870117,381.049988,10.93,75.400002,29.879999,35.59,57,23.6,40606052
142,Algeria,2020-03-03,5,0,0,5,28.0339,1.6596,DZA,2020-02-25,7,3003.370117,11985.389648,368.769989,11.9,74.209999,27.91,33.619999,57,23.6,40606052
143,Algeria,2020-03-04,12,0,0,12,28.0339,1.6596,DZA,2020-02-25,8,3130.120117,12127.69043,383.790009,11.945,76.010002,27.49,33,62,23.6,40606052
144,Algeria,2020-03-05,12,0,0,12,28.0339,1.6596,DZA,2020-02-25,9,3023.939941,11944.719727,372.779999,11.5,76.129997,28.01,28.59,65,23.6,40606052
145,Algeria,2020-03-06,17,0,0,17,28.0339,1.6596,DZA,2020-02-25,10,2972.370117,11541.870117,368.970001,11.475,80.220001,29.610001,27.1,66,23.6,40606052
146,Algeria,2020-03-07,17,0,0,17,28.0339,1.6596,DZA,2020-02-25,11,NA,NA,NA,NA,NA,NA,NA,64,23.6,40606052
147,Algeria,2020-03-08,19,0,0,19,28.0339,1.6596,DZA,2020-02-25,12,NA,NA,NA,NA,NA,NA,NA,72,23.6,40606052
148,Algeria,2020-03-09,20,0,0,20,28.0339,1.6596,DZA,2020-02-25,13,2746.560059,10625.019531,346.48999,10.535,73.519997,24.290001,19.809999,87,23.6,40606052
149,Algeria,2020-03-10,20,0,0,20,28.0339,1.6596,DZA,2020-02-25,14,2882.22998,10475.490234,364.130005,10.43,72.339996,22.34,20.5,100,23.6,40606052
150,Algeria,2020-03-11,20,0,0,20,28.0339,1.6596,DZA,2020-02-25,15,2741.379883,10438.679688,349.920013,10.195,73.699997,23.610001,15.03,NA,23.6,40606052
151,Andorra,2020-01-22,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3321.75,13515.75,326,14.47,63.400002,21.969999,57.630001,8,30.5,77281
152,Andorra,2020-01-23,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3325.540039,13388.419922,349.600006,14.405,63.939999,21.469999,58.220001,10,30.5,77281
153,Andorra,2020-01-24,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3295.469971,13576.679688,353.160004,14.425,63.150002,21.120001,55.84,15,30.5,77281
154,Andorra,2020-01-25,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,NA,NA,NA,NA,NA,NA,NA,19,30.5,77281
155,Andorra,2020-01-26,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,NA,NA,NA,NA,NA,NA,NA,20,30.5,77281
156,Andorra,2020-01-27,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3243.629883,13204.769531,342.880005,13.8,63.830002,22.74,54.16,21,30.5,77281
157,Andorra,2020-01-28,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3276.23999,13323.69043,348.519989,14,64.360001,22.360001,55,27,30.5,77281
158,Andorra,2020-01-29,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3273.399902,13345,343.160004,14.17,64.300003,20.549999,56.02,25,30.5,77281
159,Andorra,2020-01-30,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3283.659912,13157.120117,347.73999,14.03,64.029999,20.99,54.799999,30,30.5,77281
160,Andorra,2020-01-31,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3225.52002,12981.969727,345.089996,13.83,63.200001,20.51,53.849998,31,30.5,77281
161,Andorra,2020-02-01,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,NA,NA,NA,NA,NA,NA,NA,22,30.5,77281
162,Andorra,2020-02-02,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,NA,NA,NA,NA,NA,NA,NA,19,30.5,77281
163,Andorra,2020-02-03,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3248.919922,13045.19043,358,14.06,66.360001,20.379999,54.189999,16,30.5,77281
164,Andorra,2020-02-04,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3297.590088,13281.740234,369.01001,14.52,67.400002,20.870001,54.75,14,30.5,77281
165,Andorra,2020-02-05,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3334.689941,13478.330078,369.670013,15.035,65.870003,20.049999,55.110001,14,30.5,77281
166,Andorra,2020-02-06,0,0,0,0,42.5063,1.5218,AND,2020-03-02,0,3345.780029,13574.820313,366.950012,15,68.209999,19.879999,55.099998,14,30.5,77281
