symbol,date,open,high,low,close,volume,adjusted
^GDAXI,2020-02-13,13695.929688,13745.429688,13576.959961,13745.429688,92087000,13745.429688
^GDAXI,2020-02-14,13756.469727,13788.509766,13728.120117,13744.209961,66314900,13744.209961
^GDAXI,2020-02-17,13770.669922,13795.240234,13754.040039,13783.889648,57400100,13783.889648
^GDAXI,2020-02-18,13668.94043,13731.389648,13660.450195,13681.19043,82088700,13681.19043
^GDAXI,2020-02-19,13751.049805,13789,13710.780273,13789,90192900,13789
^GDAXI,2020-02-20,13774.44043,13788.410156,13664,13664,86435200,13664
^GDAXI,2020-02-21,13609.94043,13689.230469,13500.5,13579.330078,108765400,13579.330078
^GDAXI,2020-02-24,13231.379883,13236.580078,12982.139648,13035.240234,165148900,13035.240234
^GDAXI,2020-02-25,13132.040039,13132.040039,12778.660156,12790.490234,129552500,12790.490234
^GDAXI,2020-02-26,12682.160156,12849.169922,12368.049805,12774.879883,163618900,12774.879883
^GDAXI,2020-02-27,12526.599609,12593.620117,12211.629883,12367.459961,191240900,12367.459961
^GDAXI,2020-02-28,11891.870117,12008.589844,11724.120117,11890.349609,274623700,11890.349609
^GDAXI,2020-03-02,12030.269531,12121.599609,11624.629883,11857.870117,207214100,11857.870117
^GDAXI,2020-03-03,12013.05957,12272.990234,11906.820313,11985.389648,195936600,11985.389648
^GDAXI,2020-03-04,11992.589844,12199.820313,11929.240234,12127.69043,147845700,12127.69043
^GDAXI,2020-03-05,12191.410156,12207.769531,11844.879883,11944.719727,148086000,11944.719727
^GDAXI,2020-03-06,11694.55957,11769.849609,11447.200195,11541.870117,195038500,11541.870117
^GDAXI,2020-03-09,10690.080078,10995.219727,10556.639648,10625.019531,305324300,10625.019531
^GDAXI,2020-03-10,10724.980469,11032.290039,10423.900391,10475.490234,267400800,10475.490234
^GDAXI,2020-03-11,10601.849609,10761.429688,10390.509766,10438.679688,216708900,10438.679688
^GDAXI,2020-03-12,9863.990234,9932.55957,9139.120117,9161.129883,390477000,9161.129883
^GDAXI,2020-03-13,9480.780273,9985.740234,9064.679688,9232.080078,325900900,9232.080078
NFLX,2020-01-02,326.100006,329.980011,324.779999,329.809998,4485800,329.809998
NFLX,2020-01-03,326.779999,329.859985,325.529999,325.899994,3806900,325.899994
NFLX,2020-01-06,323.119995,336.359985,321.200012,335.829987,5663100,335.829987
NFLX,2020-01-07,336.470001,336.700012,330.299988,330.75,4703200,330.75
NFLX,2020-01-08,331.48999,342.700012,331.049988,339.26001,7104500,339.26001
NFLX,2020-01-09,342,343.420013,334.609985,335.660004,4709300,335.660004
NFLX,2020-01-10,337.130005,338.5,327.269989,329.049988,4718300,329.049988
NFLX,2020-01-13,331.799988,340.850006,331.51001,338.920013,6290000,338.920013
NFLX,2020-01-14,344.399994,345.380005,335.519989,338.690002,7199400,338.690002
NFLX,2020-01-15,338.679993,343.170013,336.600006,339.070007,5158000,339.070007
NFLX,2020-01-16,343.5,343.559998,335.850006,338.619995,5016000,338.619995
NFLX,2020-01-17,341,341.570007,337.380005,339.670013,6066500,339.670013
NFLX,2020-01-21,340,341,332.589996,338.109985,14350300,338.109985
NFLX,2020-01-22,332.549988,336.299988,323.600006,326,21730000,326
NFLX,2020-01-23,326.040009,349.880005,325.01001,349.600006,18200300,349.600006
NFLX,2020-01-24,348.459991,359.850006,345.880005,353.160004,17939700,353.160004
NFLX,2020-01-27,345.950012,351.899994,341.019989,342.880005,7709500,342.880005
NFLX,2020-01-28,345.880005,352.399994,342.779999,348.519989,6821600,348.519989
NFLX,2020-01-29,349,349.399994,338.549988,343.160004,7643500,343.160004
NFLX,2020-01-30,341.100006,348.200012,339.25,347.73999,5328100,347.73999
NFLX,2020-01-31,347.390015,347.390015,340.980011,345.089996,5230000,345.089996
NFLX,2020-02-03,347.23999,359.630005,346.279999,358,6674900,358
NFLX,2020-02-04,361,369.570007,356.100006,369.01001,7161500,369.01001
NFLX,2020-02-05,375.130005,375.25,362.299988,369.670013,6437000,369.670013
NFLX,2020-02-06,369.600006,371.549988,362.51001,366.950012,3920400,366.950012
NFLX,2020-02-07,365.040009,371.799988,363.570007,366.769989,4385200,366.769989
NFLX,2020-02-10,365,374.799988,362.519989,371.070007,5294100,371.070007
NFLX,2020-02-11,373.75,378.109985,369.720001,373.690002,4772900,373.690002
NFLX,2020-02-12,377.179993,380.619995,375.880005,380.01001,4624800,380.01001
NFLX,2020-02-13,376.959991,385.369995,376.51001,381.399994,4485400,381.399994
NFLX,2020-02-14,381.470001,385.149994,379.429993,380.399994,3736300,380.399994
NFLX,2020-02-18,379.299988,389.540009,379.190002,387.779999,5173900,387.779999
NFLX,2020-02-19,388.119995,392.950012,384.899994,386.190002,4896400,386.190002
NFLX,2020-02-20,386.559998,389.700012,376.679993,386,4079400,386
NFLX,2020-02-21,385.329987,387.320007,377.899994,380.070007,3930100,380.070007
NFLX,2020-02-24,364.76001,372.820007,361,368.700012,6936400,368.700012
NFLX,2020-02-25,372,375.649994,357.720001,360.089996,6481200,360.089996
NFLX,2020-02-26,366.309998,382,365,379.23999,8934100,379.23999
NFLX,2020-02-27,371.459991,391.559998,370.600006,371.709991,10967700,371.709991
NFLX,2020-02-28,364.209991,376.769989,356.799988,369.029999,11178600,369.029999
NFLX,2020-03-02,373.109985,381.359985,364.5,381.049988,6997900,381.049988
NFLX,2020-03-03,381.029999,393.519989,367.399994,368.769989,8364600,368.769989
NFLX,2020-03-04,377.769989,384.01001,370.51001,383.790009,5487300,383.790009
NFLX,2020-03-05,381,391.399994,368.640015,372.779999,8747000,372.779999
NFLX,2020-03-06,367.700012,371.309998,356.850006,368.970001,8147200,368.970001
NFLX,2020-03-09,343.859985,357.470001,341.720001,346.48999,7405500,346.48999
NFLX,2020-03-10,356.429993,364.540009,347.850006,364.130005,7604400,364.130005
NFLX,2020-03-11,358.920013,362.980011,344.790009,349.920013,6036000,349.920013
NFLX,2020-03-12,326.5,335.720001,307.320007,315.25,12071600,315.25
NFLX,2020-03-13,330.51001,336.420013,307.390015,336.299988,9450100,336.299988
LHA.DE,2020-01-02,16.264999,16.775,16.25,16.68,3644014,16.68
LHA.DE,2020-01-03,16.299999,16.334999,15.31,15.59,16227652,15.59
LHA.DE,2020-01-06,15.425,15.445,15.08,15.34,6641199,15.34
LHA.DE,2020-01-07,15.49,15.645,15.365,15.365,4169914,15.365
LHA.DE,2020-01-08,15.165,15.56,15,15.54,6750636,15.54
LHA.DE,2020-01-09,15.7,16.195,15.525,16.16,8826601,16.16
LHA.DE,2020-01-10,16.32,16.465,15.815,15.815,5594260,15.815
LHA.DE,2020-01-13,15.8,15.845,15.44,15.5,6483774,15.5
LHA.DE,2020-01-14,15.545,15.555,15.325,15.33,4878103,15.33
LHA.DE,2020-01-15,15.365,15.425,15.25,15.32,3679600,15.32
LHA.DE,2020-01-16,15.38,15.405,15.18,15.325,3981887,15.325
LHA.DE,2020-01-17,15.365,15.45,15.205,15.25,4009140,15.25
LHA.DE,2020-01-20,15.24,15.24,14.895,14.945,6019287,14.945
LHA.DE,2020-01-21,14.785,14.83,14.39,14.44,8886013,14.44
LHA.DE,2020-01-22,14.51,14.565,14.28,14.47,4946887,14.47
LHA.DE,2020-01-23,14.95,14.95,14.305,14.405,9087280,14.405
LHA.DE,2020-01-24,14.57,14.7,14.375,14.425,5379941,14.425
LHA.DE,2020-01-27,14.095,14.095,13.54,13.8,12372095,13.8
LHA.DE,2020-01-28,13.82,14.12,13.45,14,10457161,14
LHA.DE,2020-01-29,14.225,14.29,14.075,14.17,7798259,14.17
LHA.DE,2020-01-30,13.96,14.105,13.78,14.03,7294274,14.03
LHA.DE,2020-01-31,14.09,14.175,13.805,13.83,6119463,13.83
LHA.DE,2020-02-03,13.835,14.085,13.76,14.06,5808671,14.06
LHA.DE,2020-02-04,14.1,14.57,14.01,14.52,6924639,14.52
LHA.DE,2020-02-05,14.55,15.465,14.47,15.035,12671893,15.035
LHA.DE,2020-02-06,15.155,15.25,14.985,15,4975426,15
LHA.DE,2020-02-07,14.885,14.915,14.475,14.69,6528384,14.69
LHA.DE,2020-02-10,14.63,14.685,14.475,14.49,4280303,14.49
LHA.DE,2020-02-11,14.62,15.055,14.595,15.055,5339126,15.055
LHA.DE,2020-02-12,15.085,15.465,15.02,15.37,6575110,15.37
LHA.DE,2020-02-13,15.2,15.25,14.99,15.21,5600865,15.21
LHA.DE,2020-02-14,15.25,15.425,15.19,15.21,3379814,15.21
LHA.DE,2020-02-17,15.34,15.4,15.25,15.3,3347057,15.3
LHA.DE,2020-02-18,15.135,15.29,15.08,15.29,3004989,15.29
LHA.DE,2020-02-19,15.36,15.44,15.305,15.4,4212416,15.4
LHA.DE,2020-02-20,15.28,15.34,14.825,15.015,9228166,15.015
LHA.DE,2020-02-21,14.885,14.965,14.72,14.815,5430244,14.815
LHA.DE,2020-02-24,13.945,14,13.47,13.51,19306507,13.51
LHA.DE,2020-02-25,13.8,13.8,13.125,13.3,11633316,13.3
LHA.DE,2020-02-26,13.13,13.335,12.745,13.06,14413852,13.06
LHA.DE,2020-02-27,12.71,12.745,11.91,12.27,19993900,12.27
LHA.DE,2020-02-28,11.65,12.1,11.52,11.69,19828175,11.69
LHA.DE,2020-03-02,11.945,11.965,10.7,10.93,24362419,10.93
LHA.DE,2020-03-03,11.5,12.095,11.35,11.9,26686475,11.9
LHA.DE,2020-03-04,12.07,12.285,11.78,11.945,18841084,11.945
LHA.DE,2020-03-05,12.115,12.135,11.21,11.5,17063913,11.5
LHA.DE,2020-03-06,11.1,11.68,10.7,11.475,23119368,11.475
LHA.DE,2020-03-09,10.875,11.62,10.53,10.535,24955218,10.535
LHA.DE,2020-03-10,11,11.31,10.43,10.43,19017161,10.43
LHA.DE,2020-03-11,10.78,10.81,10.09,10.195,22769853,10.195
LHA.DE,2020-03-12,9.43,9.59,8.764,8.764,34502233,8.764
LHA.DE,2020-03-13,9.15,10.8,8.532,9.4,31423828,9.4
GILD,2020-01-02,65.529999,65.739998,65.040001,65.230003,5038200,64.628151
GILD,2020-01-03,64.629997,65.370003,64.559998,65.07,4689700,64.46962
GILD,2020-01-06,64.669998,65.830002,64.660004,65.650002,8248700,65.044273
GILD,2020-01-07,65.260002,65.290001,64.169998,65.120003,8082600,64.519165
GILD,2020-01-08,65.110001,66.239998,64.809998,65.800003,6607300,65.192894
GILD,2020-01-09,65.809998,66.07,65.300003,65.839996,5942300,65.232513
GILD,2020-01-10,66,66.089996,64.980003,65.029999,5153900,64.429993
GILD,2020-01-13,65.050003,65.260002,64.080002,64.309998,6868900,63.716633
GILD,2020-01-14,64.410004,64.559998,63.91,64.199997,9929700,63.607647
GILD,2020-01-15,64.07,64.93,63.98,64.099998,7080600,63.508572
GILD,2020-01-16,64.290001,64.379997,63.119999,63.200001,10633900,62.616879
GILD,2020-01-17,63.5,63.5,62.57,62.98,13457600,62.398907
GILD,2020-01-21,62.91,62.919998,62.23,62.630001,12261100,62.052139
GILD,2020-01-22,62.799999,63.43,62.599998,63.400002,7906100,62.815033
GILD,2020-01-23,63.25,64.059998,62.740002,63.939999,14648700,63.350048
GILD,2020-01-24,64.07,64.199997,62.84,63.150002,18685100,62.567341
GILD,2020-01-27,63,64.279999,62.799999,63.830002,10421600,63.241065999999996
GILD,2020-01-28,64.25,64.879997,64.089996,64.360001,10241100,63.766174
GILD,2020-01-29,64.419998,65.139999,64.220001,64.300003,7071000,63.70673
GILD,2020-01-30,63.900002,64.099998,63.029999,64.029999,8771800,63.439217
GILD,2020-01-31,63.799999,63.93,62.599998,63.200001,11416800,62.616879
GILD,2020-02-03,67.739998,68.68,65.489998,66.360001,35562000,65.747719
GILD,2020-02-04,68,68.010002,66.879997,67.400002,15904100,66.77813
GILD,2020-02-05,66.220001,66.550003,64.07,65.870003,21184500,65.262245
GILD,2020-02-06,67.290001,69.900002,66.050003,68.209999,28805500,67.58065
GILD,2020-02-07,69.980003,71.190002,68.389999,68.870003,27320100,68.234566
GILD,2020-02-10,69.32,69.400002,67.610001,68.989998,24347800,68.353455
GILD,2020-02-11,68.93,68.989998,67.5,67.760002,12858700,67.134804
GILD,2020-02-12,67.5,67.82,66.32,66.949997,13927100,66.332275
GILD,2020-02-13,67.129997,67.769997,66.519997,66.800003,8031000,66.183662
GILD,2020-02-14,67.410004,67.660004,67.040001,67.559998,9109100,66.936646
GILD,2020-02-18,67.559998,67.800003,66.709999,67.010002,9904700,66.391724
GILD,2020-02-19,67.199997,67.540001,66.82,67.349998,7754000,66.728584
GILD,2020-02-20,67.260002,67.360001,66.099998,67,8697200,66.381813
GILD,2020-02-21,67.18,69.779999,66.809998,69.699997,22478200,69.0569
GILD,2020-02-24,73.889999,74.519997,71.589996,72.900002,42905000,72.227379
GILD,2020-02-25,73.730003,73.849998,69.019997,70.099998,39199200,69.453209
GILD,2020-02-26,71.32,75.470001,70.720001,74.699997,35000500,74.010765
GILD,2020-02-27,78.309998,78.879997,72.260002,72.660004,51482500,71.989601
GILD,2020-02-28,70.169998,71.080002,66.629997,69.360001,33804800,68.720039
GILD,2020-03-02,70.32,75.410004,70.080002,75.400002,31113000,74.704315
GILD,2020-03-03,74.269997,74.82,71.510002,74.209999,24482000,73.525291
GILD,2020-03-04,74.900002,76.010002,72.589996,76.010002,23741700,75.308685
GILD,2020-03-05,75,77.5,74.529999,76.129997,22727600,75.427574
GILD,2020-03-06,75.32,80.400002,75.099998,80.220001,31704700,79.479843
GILD,2020-03-09,77.919998,78.190002,73.089996,73.519997,32839400,72.841652
GILD,2020-03-10,75.510002,75.559998,68.779999,72.339996,27660000,71.672546
GILD,2020-03-11,73.900002,75.379997,72.779999,73.699997,32018600,73.019997
GILD,2020-03-12,70.440002,72.860001,67.879997,68.580002,26364600,68.580002
GILD,2020-03-13,71.93,72,67.5,70.75,30102500,70.75
MRNA,2020-01-02,19.57,19.809999,18.879999,19.23,1233600,19.23
MRNA,2020-01-03,19.02,19.360001,18.719999,18.889999,1751000,18.889999
MRNA,2020-01-06,18.700001,18.74,18.01,18.129999,1606500,18.129999
MRNA,2020-01-07,18.15,18.32,17.68,17.780001,1461400,17.780001
MRNA,2020-01-08,17.99,18.08,17.76,17.98,1041600,17.98
MRNA,2020-01-09,18,18.549999,17.9,18.4,1495700,18.4
MRNA,2020-01-10,21,21,19.049999,19.139999,4504700,19.139999
MRNA,2020-01-13,19.26,20.360001,18.6,20.26,2207500,20.26
MRNA,2020-01-14,20.450001,20.497999,19.549999,20,1782800,20
MRNA,2020-01-15,19.940001,20.58,19.940001,20.24,2055000,20.24
MRNA,2020-01-16,21.68,21.870001,20.77,21.01,4918400,21.01
MRNA,2020-01-17,21.5,21.5,20.549999,20.620001,3348400,20.620001
MRNA,2020-01-21,20.790001,21.49,20.645,20.940001,2089600,20.940001
MRNA,2020-01-22,22.08,23.200001,21.700001,21.969999,10920700,21.969999
MRNA,2020-01-23,22.17,22.65,21.4,21.469999,3663900,21.469999
MRNA,2020-01-24,21.6,21.879,20.9,21.120001,2947800,21.120001
MRNA,2020-01-27,22.1,23.120001,21.120001,22.74,10294700,22.74
MRNA,2020-01-28,23.5,23.5,21.85,22.360001,5649300,22.360001
MRNA,2020-01-29,22.23,22.34,20.450001,20.549999,4671900,20.549999
MRNA,2020-01-30,21.049999,21.74,20.799999,20.99,3061800,20.99
MRNA,2020-01-31,21.139999,21.32,20.049999,20.51,2833600,20.51
MRNA,2020-02-03,20.66,21.059999,19.700001,20.379999,3214600,20.379999
MRNA,2020-02-04,20.09,20.879999,19.75,20.870001,1824400,20.870001
MRNA,2020-02-05,20.99,21.200001,19.67,20.049999,2656800,20.049999
MRNA,2020-02-06,20.27,20.32,19.700001,19.879999,1929700,19.879999
MRNA,2020-02-07,19.790001,23.389999,19.790001,23.24,10144200,23.24
MRNA,2020-02-10,23.5,23.950001,22.382999,23.65,9356800,23.65
MRNA,2020-02-11,22.09,22.74,21.280001,21.35,6188300,21.35
MRNA,2020-02-12,19.639999,19.67,18.5,19.01,19231800,19.01
MRNA,2020-02-13,19.360001,19.799999,18.889999,19.045,6837000,19.045
MRNA,2020-02-14,19.27,19.290001,18.85,19,5384500,19
MRNA,2020-02-18,19.139999,19.35,18.57,18.91,4121900,18.91
MRNA,2020-02-19,19.09,19.24,18.725,18.92,3148000,18.92
MRNA,2020-02-20,18.860001,19.17,18.42,18.540001,4562200,18.540001
MRNA,2020-02-21,18.469999,18.549999,17.91,18.23,3651100,18.23
MRNA,2020-02-24,19.23,19.280001,18.299999,18.59,7605400,18.59
MRNA,2020-02-25,22.15,26.549999,20.51,23.76,65001900,23.76
MRNA,2020-02-26,29.049999,29.98,27.08,29.16,76444500,29.16
MRNA,2020-02-27,35.880001,36,23.049999,26.16,68256300,26.16
MRNA,2020-02-28,23.379999,25.950001,22.014999,25.93,24425100,25.93
MRNA,2020-03-02,27,30.75,25.209999,29.879999,33084000,29.879999
MRNA,2020-03-03,27.804001,28.6,26.6,27.91,17599100,27.91
MRNA,2020-03-04,27.99,28.719999,26.799999,27.49,11817700,27.49
MRNA,2020-03-05,27.49,28.950001,26.535,28.01,14670000,28.01
MRNA,2020-03-06,27.98,29.799999,27.67,29.610001,21097500,29.610001
MRNA,2020-03-09,30,30,24.16,24.290001,14124100,24.290001
MRNA,2020-03-10,25.709999,25.940001,21.280001,22.34,13019500,22.34
MRNA,2020-03-11,22.540001,25.749001,22.524,23.610001,14809600,23.610001
MRNA,2020-03-12,22.9,24.280001,21.9,22.299999,11305300,22.299999
MRNA,2020-03-13,23,23.469999,19.309999,21.299999,11825500,21.299999
NCLH,2020-01-02,58.790001,59.110001,58.150002,58.830002,977700,58.830002
NCLH,2020-01-03,57.740002,58.220001,57.25,57.599998,1611800,57.599998
NCLH,2020-01-06,57.080002,57.27,56.52,56.799999,2302500,56.799999
NCLH,2020-01-07,56.549999,57.27,56.48,56.970001,1623100,56.970001
NCLH,2020-01-08,57.029999,57.919998,56.919998,57.57,1187300,57.57
NCLH,2020-01-09,58.060001,58.130001,57.52,58.060001,782900,58.060001
NCLH,2020-01-10,58.23,58.389999,57.57,57.959999,1051900,57.959999
NCLH,2020-01-13,57.98,58.009998,57.299999,57.84,1357200,57.84
NCLH,2020-01-14,57.77,58.09,57.68,57.900002,1147400,57.900002
NCLH,2020-01-15,57.869999,58.25,57.150002,57.540001,1212400,57.540001
NCLH,2020-01-16,57.75,58.610001,57.689999,58.580002,1305200,58.580002
NCLH,2020-01-17,58.849998,59.779999,58.540001,59.650002,1701100,59.650002
NCLH,2020-01-21,59,59.029999,57.57,57.950001,2252800,57.950001
NCLH,2020-01-22,58.130001,58.68,57.48,57.630001,3227200,57.630001
NCLH,2020-01-23,56.799999,58.279999,55.919998,58.220001,1323800,58.220001
NCLH,2020-01-24,58.119999,58.119999,55.23,55.84,2244700,55.84
NCLH,2020-01-27,53.119999,54.59,53.099998,54.16,2779200,54.16
NCLH,2020-01-28,54.82,55.639999,54.419998,55,1484700,55
NCLH,2020-01-29,55.16,56.220001,55.130001,56.02,1430400,56.02
NCLH,2020-01-30,53.130001,55.290001,52.77,54.799999,3359700,54.799999
NCLH,2020-01-31,54.75,54.91,53.41,53.849998,2146700,53.849998
NCLH,2020-02-03,54.189999,54.669998,52.75,54.189999,2456100,54.189999
NCLH,2020-02-04,55.43,55.68,54.650002,54.75,1984800,54.75
NCLH,2020-02-05,55.169998,55.630001,54.900002,55.110001,2200200,55.110001
NCLH,2020-02-06,55.779999,55.849998,55.080002,55.099998,1596500,55.099998
NCLH,2020-02-07,53.490002,54.040001,52.310001,52.810001,2369900,52.810001
NCLH,2020-02-10,52.25,52.25,50.970001,51,2534900,51
NCLH,2020-02-11,51.599998,52.91,51.310001,52.490002,2002800,52.490002
NCLH,2020-02-12,52.849998,54.279999,52.84,54.209999,1982900,54.209999
NCLH,2020-02-13,53.41,53.639999,52.91,53.43,2246200,53.43
NCLH,2020-02-14,52.439999,53,52.439999,52.459999,2044500,52.459999
NCLH,2020-02-18,52.09,52.349998,51.490002,51.689999,2179300,51.689999
NCLH,2020-02-19,51.700001,52.349998,51.700001,52.02,2285700,52.02
